e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.20,1.52,5.40,12.83,24.25,36.61,48.08,58.55,68.23,78.25,88.41,97.09,102.51,106.82,111.16,115.93,120.48,124.59,128.77,133.29,138.15,142.74,147.13,151.41,155.64,159.78,164.30,168.55,171.67,172.65,168.24,162.14,156.07,150.49,143.99,136.41,128.69,121.31,112.13,103.87,97.46,92.55,86.38,76.99,65.51,54.01,44.41,31.12,17.61,8.27,3.72,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.18,1.46,6.33,13.90,25.76,38.20,49.03,59.56,68.97,77.66,86.16,94.86,101.05,105.49,109.47,113.90,118.47,122.61,126.61,130.74,135.34,140.00,144.69,149.44,154.20,158.98,163.30,167.10,170.10,171.47,166.95,160.70,154.58,148.92,142.88,135.76,128.44,121.44,112.28,104.13,97.81,92.87,86.45,77.12,65.61,54.02,44.47,31.47,18.39,8.46,3.98,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.25,1.75,7.53,16.97,29.03,40.81,50.89,60.84,69.79,77.60,84.62,91.61,98.73,103.70,107.57,111.71,116.16,120.41,124.47,128.51,132.91,137.77,142.78,147.80,152.67,157.22,160.98,164.25,167.01,168.37,164.21,158.40,152.69,147.41,141.97,134.85,127.44,120.89,112.17,104.31,98.06,92.96,86.50,77.30,65.92,54.32,44.80,33.26,20.89,10.68,5.26,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.30,1.88,4.03,9.29,20.05,32.23,43.37,52.71,62.16,69.97,76.61,82.64,88.80,95.67,100.96,105.15,109.16,113.59,118.03,122.28,126.36,130.70,135.86,141.31,146.69,151.64,155.52,158.53,161.09,163.25,164.41,161.19,156.21,150.86,145.78,140.42,133.53,126.41,120.13,111.88,104.34,97.96,92.33,85.73,77.17,66.32,54.99,45.78,35.27,24.01,13.58,5.94,1.94,0.90,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.30,2.95,6.54,11.59,23.12,35.06,45.55,54.32,62.97,69.68,75.31,80.54,86.11,92.10,97.37,101.95,106.10,110.39,114.99,119.64,124.17,128.54,133.77,139.37,145.10,150.53,153.90,156.39,158.39,159.89,160.70,158.32,154.15,149.18,144.23,138.58,131.91,125.17,118.98,111.27,104.03,97.49,91.45,85.03,77.28,67.11,56.12,47.01,37.43,27.23,16.82,7.52,2.86,1.90,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,6.29,8.32,14.43,25.99,37.13,46.94,55.39,62.75,68.78,73.83,78.41,83.38,88.08,92.84,97.65,102.33,106.34,110.93,116.23,121.81,126.35,131.22,136.52,142.46,148.97,152.38,154.85,156.64,157.57,157.91,155.94,152.33,147.75,142.90,136.58,130.02,123.62,117.33,110.21,103.19,96.59,90.57,84.93,78.08,68.63,57.90,48.38,39.74,30.33,20.32,10.96,5.70,4.50,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,1.30,4.68,8.82,16.04,27.34,37.67,46.80,54.84,61.38,66.86,71.61,75.98,80.47,84.73,89.03,93.56,98.39,102.84,107.34,112.70,118.77,123.85,128.98,134.35,140.29,146.84,150.71,153.22,154.89,155.71,155.78,154.22,151.00,146.58,141.66,134.63,128.35,122.57,116.30,109.30,102.34,96.05,90.62,85.56,79.73,70.88,60.16,50.34,41.88,33.13,23.98,15.08,8.26,5.01,2.90,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,1.30,3.71,8.72,16.45,27.70,37.51,46.03,53.56,59.49,64.45,68.90,73.10,77.28,81.36,85.44,89.81,94.73,99.67,104.36,109.76,115.95,121.62,127.13,132.59,138.35,144.52,148.76,151.46,153.22,154.13,154.06,152.76,149.86,145.61,140.55,133.22,127.23,122.01,115.97,108.98,102.05,96.18,91.50,86.83,81.74,73.30,62.61,52.64,44.30,36.03,27.62,19.26,11.60,6.26,3.69,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,1.28,3.53,8.20,15.55,27.21,36.97,44.98,51.77,57.15,61.65,65.74,69.69,73.67,77.68,81.91,86.51,91.62,96.91,102.17,107.76,113.79,119.87,125.66,131.12,136.53,142.11,146.43,149.47,151.62,152.85,152.85,151.66,148.99,144.93,139.72,132.69,127.01,122.14,116.63,109.78,102.95,97.44,93.33,88.80,83.95,75.86,65.41,55.30,47.16,39.30,31.39,23.59,16.32,9.76,4.39,0.71,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,1.10,3.12,7.20,13.80,26.57,37.09,44.61,49.67,54.05,58.45,62.44,66.01,69.55,73.36,78.24,83.74,89.30,95.02,100.88,106.84,112.76,118.36,123.91,129.25,134.46,139.52,143.65,147.06,149.87,151.94,153.03,152.01,149.29,145.18,139.82,133.59,128.29,123.70,119.01,113.24,106.97,101.13,96.03,91.27,86.34,79.23,69.75,58.66,50.25,43.37,36.74,29.73,22.63,14.77,8.10,3.64,1.57,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
