300.60,292.51,284.22,277.41,271.16,263.56,256.13,250.98,245.33,239.15,232.63,225.67,217.73,209.97,202.98,196.59,190.40,185.30,180.00,174.41,168.97,164.86,161.35,157.78,153.93,149.79,144.64,140.40,137.18,134.40,131.10,127.18,122.75,118.11,114.12,110.63,108.18,106.67,105.72,105.20,105.25,106.08,108.09,111.22,112.85,113.39,113.03,111.55,109.08,105.58,101.34,96.77,92.57,87.84,82.53,76.78,71.28,66.18,61.72,58.18,56.09,54.09,51.95,49.93,48.20,46.42,44.17,42.19,40.80,39.79,37.06,36.78,37.98,37.41,33.59,27.85,22.63,20.19,22.84,26.86,30.66,33.70,35.57,36.34,36.06,35.09,33.46,30.68,25.64,20.13,15.03,10.66,8.96,7.99,7.05,6.12,5.21,5.51,6.37,7.25,7.88,7.61,7.16,6.74,6.20,5.66,5.11,4.58,4.02,3.42,2.86,2.34,1.91,1.59,1.56,1.65,1.72,1.70,1.95,1.63,1.07,0.66,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,4.58
300.90,291.34,282.09,275.66,268.99,261.53,254.25,248.33,242.38,236.52,230.43,223.71,215.95,208.82,202.14,195.66,189.33,184.27,179.04,173.42,167.73,163.00,158.31,153.59,149.00,144.87,140.20,136.42,133.34,130.24,126.60,122.64,118.36,113.93,110.16,107.12,104.78,103.09,102.12,101.35,101.15,101.50,102.65,105.23,106.75,107.31,106.97,105.64,103.47,100.35,96.61,92.51,87.61,81.92,76.02,70.12,63.98,60.28,57.41,54.86,52.91,50.88,48.87,47.19,46.01,44.61,43.40,42.17,40.91,39.69,36.20,34.77,35.15,35.16,32.96,27.38,21.54,18.26,19.75,23.02,26.76,29.95,31.14,31.84,31.92,31.25,29.41,25.81,21.75,17.55,13.50,10.31,9.01,8.11,7.18,6.26,5.39,5.55,6.30,7.13,7.49,7.14,6.65,6.21,5.77,5.20,4.63,4.09,3.55,2.99,2.41,2.07,2.04,2.01,2.11,2.19,2.21,2.23,2.50,2.21,1.67,1.23,0.87,0.30,0.00,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,1.54,2.95,5.64
300.87,290.35,280.25,273.87,266.47,259.05,251.90,245.19,239.25,233.56,227.64,221.20,214.11,207.70,201.41,195.02,188.70,183.44,178.15,172.64,167.08,162.08,157.16,152.16,147.01,141.64,137.00,133.24,129.90,126.45,122.70,118.70,114.59,110.56,107.07,104.09,101.78,100.12,99.02,97.93,97.28,97.14,97.71,99.39,100.36,100.68,100.39,99.27,97.23,94.24,90.65,86.62,81.09,74.95,69.02,63.73,58.98,56.10,53.80,51.55,49.38,47.17,45.31,43.98,43.19,42.14,41.27,40.16,38.76,37.32,34.17,32.61,32.60,32.68,31.13,26.09,20.70,17.39,17.00,19.25,22.52,25.42,26.25,26.54,25.83,24.50,22.70,19.60,16.67,13.96,11.56,9.86,9.01,8.22,7.33,6.44,5.55,5.57,6.19,6.96,7.04,6.65,6.17,5.72,5.31,4.73,4.16,3.62,3.11,2.78,2.46,2.34,2.46,2.57,2.69,2.70,2.68,2.81,3.09,2.78,2.27,1.82,1.32,0.73,0.40,0.21,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.40,0.65,1.11,1.56,1.97,2.30,2.33,2.13,3.90,6.71
300.44,289.54,278.84,272.07,264.05,256.59,249.41,241.95,236.12,230.49,224.63,218.48,212.28,206.55,200.67,194.51,188.27,182.59,177.09,171.71,166.53,161.56,157.00,152.22,146.57,139.44,134.44,130.40,126.68,123.01,119.41,115.46,111.55,108.00,104.84,101.73,99.41,97.81,96.39,94.92,93.73,93.08,93.24,93.86,94.03,94.00,93.72,92.62,90.62,87.49,83.70,79.56,73.83,67.88,62.51,58.33,55.70,53.13,50.62,48.15,45.63,43.34,41.72,40.72,40.18,39.36,38.31,36.92,35.27,33.74,31.59,30.55,30.43,30.24,28.78,24.56,20.19,17.25,15.00,15.91,18.22,20.46,21.06,20.83,19.00,16.80,15.31,13.56,11.85,10.55,9.78,9.38,8.95,8.29,7.48,6.62,5.70,5.57,6.06,6.75,6.57,6.14,5.67,5.23,4.83,4.26,3.72,3.25,2.86,2.81,2.85,2.92,3.02,3.16,3.23,3.17,3.13,3.38,3.69,3.36,2.85,2.46,1.99,1.40,0.81,0.35,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.72,0.97,1.47,1.93,2.35,2.69,2.87,3.15,5.13,7.55
299.49,289.24,278.49,270.45,262.56,255.08,247.43,239.28,233.37,227.71,221.93,216.13,210.64,205.32,199.82,193.99,187.75,181.35,175.35,170.01,165.41,160.76,156.52,151.64,145.42,137.62,131.93,127.45,123.55,120.00,116.94,113.37,109.81,106.65,103.77,100.85,98.57,96.70,94.45,92.41,90.79,89.71,89.26,88.83,88.37,88.09,87.62,85.78,83.75,80.12,75.63,71.53,66.78,62.22,58.40,55.51,52.98,50.42,47.63,44.63,41.75,39.94,38.68,37.83,37.26,36.19,34.90,33.37,31.72,30.50,29.63,29.18,28.92,28.47,27.41,24.18,20.56,17.62,14.81,13.57,14.08,15.39,15.54,14.99,13.50,11.90,11.00,10.27,9.96,9.68,9.29,9.03,8.71,8.24,7.62,6.76,5.84,5.59,5.94,6.52,6.13,5.62,5.13,4.70,4.35,3.83,3.44,3.25,3.26,3.31,3.39,3.49,3.62,3.71,3.69,3.58,3.57,3.92,4.23,3.95,3.50,3.19,2.69,2.08,1.47,0.90,0.49,e,e,e,e,0.30,0.30,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,1.50,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.30,0.53,1.06,1.60,1.98,2.51,3.16,3.63,4.13,4.55,4.70,4.59,5.18,6.95
298.03,288.60,277.75,269.00,261.18,253.75,246.16,238.14,231.24,225.31,219.74,214.33,209.15,203.69,198.20,192.51,186.08,179.47,173.44,168.23,163.90,159.56,155.38,150.11,143.43,136.23,130.80,126.63,123.22,120.30,117.53,114.67,111.74,108.89,106.39,103.59,100.61,97.83,95.89,94.12,91.80,89.68,88.45,87.00,85.05,83.33,81.72,79.12,76.28,72.93,69.33,65.94,62.61,59.52,56.93,54.79,52.23,49.65,46.72,43.46,40.33,38.62,37.16,35.73,34.41,33.13,31.82,30.50,29.25,28.41,28.06,27.83,27.44,26.65,25.64,23.49,20.76,17.77,14.45,11.72,10.91,11.54,11.67,11.29,10.52,9.67,9.11,9.06,9.27,9.25,8.93,8.69,8.39,8.04,7.57,6.87,6.01,5.61,5.75,6.13,5.68,5.13,4.63,4.23,4.03,3.78,3.65,3.67,3.77,3.85,3.96,4.08,4.19,4.25,4.14,4.04,4.09,4.50,4.83,4.55,4.16,3.93,3.38,2.77,2.16,1.53,0.96,0.69,0.50,e,0.35,0.51,0.75,1.10,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,3.50,3.50,e,1.50,e,e,e,0.10,e,e,e,e,e,1.10,0.92,0.91,1.59,2.22,1.60,1.43,1.91,2.46,3.15,3.88,4.62,5.36,5.96,6.46,6.68,6.49,6.55,7.29
295.95,287.33,276.73,267.75,260.00,252.66,245.33,237.72,229.71,223.36,217.91,212.76,207.42,201.63,196.03,190.38,183.81,177.45,171.67,166.60,162.28,158.10,153.87,148.41,141.88,136.10,131.43,127.95,125.35,123.19,120.53,118.14,115.77,113.30,111.08,108.36,104.83,101.34,99.76,98.11,95.06,91.92,89.86,87.56,84.23,80.88,77.79,74.52,70.59,67.63,65.30,62.75,60.68,58.84,57.17,55.47,53.01,50.56,47.70,44.39,41.14,39.22,37.22,34.91,32.51,30.70,29.26,28.14,27.35,26.84,26.57,26.38,25.94,24.84,23.70,22.42,20.57,17.79,14.20,10.65,8.98,9.02,9.13,9.04,8.90,8.66,8.38,8.77,9.04,8.95,8.57,8.33,8.05,7.74,7.39,6.91,6.17,5.64,5.51,5.67,5.20,4.74,4.33,4.02,3.97,4.01,4.13,4.24,4.33,4.42,4.54,4.66,4.74,4.76,4.57,4.50,4.67,5.11,5.43,5.17,4.83,4.66,4.09,3.46,2.83,2.21,1.59,0.93,0.70,e,0.49,0.78,1.05,1.22,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,3.50,3.50,e,e,e,e,e,0.69,e,e,e,e,e,1.97,1.68,1.52,2.08,2.69,2.72,2.76,3.18,3.69,4.38,5.12,5.94,6.94,7.70,8.44,8.91,8.87,8.86,8.47
292.57,284.66,275.40,267.02,259.37,252.10,244.90,237.45,229.21,222.38,216.59,211.15,204.71,198.74,193.18,187.58,181.31,175.81,170.58,165.53,160.78,156.39,152.07,147.49,142.94,139.41,135.63,133.05,131.34,129.54,126.84,123.72,121.23,119.55,117.13,114.60,111.94,109.25,106.62,103.34,99.83,96.58,93.84,91.20,88.08,84.19,79.86,76.22,71.42,68.04,65.80,63.61,61.74,60.48,59.32,57.83,55.78,54.08,51.73,48.68,45.54,42.98,40.20,37.05,33.56,30.02,27.83,26.47,25.68,25.30,24.85,24.70,24.41,23.18,21.80,20.68,19.49,17.73,14.64,11.51,9.64,8.95,8.46,8.36,8.14,7.95,8.13,8.67,8.85,8.63,8.17,7.93,7.69,7.41,7.09,6.73,6.22,5.66,5.32,5.22,4.74,4.60,4.58,4.56,4.56,4.62,4.71,4.79,4.88,5.01,5.12,5.23,5.31,5.13,4.92,4.96,5.28,5.72,5.99,5.83,5.58,5.41,4.83,4.17,3.51,2.90,2.28,1.65,1.31,1.13,1.00,1.10,1.40,1.69,1.75,1.14,1.00,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.50,2.99,3.30,2.56,2.80,4.70,4.66,4.66,5.08,3.97,4.95,4.87,4.09,4.11,4.64,4.35,4.13,4.52,4.94,5.48,6.26,7.19,8.10,9.15,10.63,11.84,12.15,12.18,10.84
288.41,281.11,273.10,265.33,257.89,250.68,243.40,235.76,228.23,221.53,215.65,210.09,203.13,197.34,192.00,186.51,180.45,175.45,170.52,165.60,160.95,156.74,152.79,149.06,145.75,143.30,140.51,138.47,136.99,135.42,132.81,129.70,126.89,124.62,122.16,119.69,117.17,114.47,111.25,107.35,103.06,99.11,96.01,93.12,90.09,86.48,82.44,78.78,73.43,69.33,66.59,64.51,63.34,62.53,61.78,60.91,59.59,58.42,56.57,53.84,50.39,47.19,43.77,39.97,35.71,31.25,28.19,25.87,24.13,23.35,22.77,22.81,22.94,22.21,20.71,19.44,18.43,17.27,14.80,12.08,10.23,9.30,8.66,8.48,8.16,7.88,8.03,8.55,8.64,8.32,7.82,7.57,7.34,7.06,6.75,6.44,6.06,5.57,5.25,5.21,5.01,4.99,5.05,5.12,5.16,5.20,5.26,5.36,5.47,5.58,5.70,5.78,5.76,5.54,5.34,5.48,5.89,6.32,6.55,6.48,6.32,6.12,5.53,4.86,4.20,3.60,3.06,2.56,2.23,2.05,1.98,1.93,2.03,2.17,2.19,1.94,1.94,1.26,0.30,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,1.50,1.77,2.23,4.20,5.10,5.15,5.23,6.67,7.78,8.29,8.03,6.90,7.96,8.00,7.00,6.25,6.40,5.88,5.52,5.87,6.22,6.69,7.39,8.36,9.84,13.46,15.48,16.07,16.25,17.21,16.68
283.88,276.85,269.63,262.52,255.43,248.27,240.87,233.30,226.86,220.73,215.11,209.74,203.13,197.95,193.00,187.64,181.67,176.65,171.81,167.10,162.70,158.66,155.12,152.04,149.50,147.59,145.48,143.58,141.97,140.46,138.03,135.14,132.04,128.95,126.34,123.75,121.03,118.02,114.35,110.23,105.25,100.55,97.13,94.00,90.89,87.65,84.31,80.78,75.06,70.42,67.35,65.62,65.22,64.78,64.39,64.12,63.44,62.55,60.95,58.49,55.04,51.39,47.31,42.82,37.94,32.86,28.99,25.72,23.01,21.54,20.79,20.94,21.45,21.38,19.94,18.42,17.32,16.52,14.83,12.56,10.82,9.79,9.13,8.82,8.39,7.99,7.96,8.44,8.43,8.04,7.51,7.23,6.98,6.72,6.44,6.15,5.89,5.56,5.38,5.47,5.54,5.57,5.61,5.68,5.76,5.76,5.81,5.92,6.06,6.15,6.27,6.29,6.16,5.94,5.82,6.04,6.50,6.92,7.13,7.13,7.04,6.80,6.21,5.54,4.91,4.36,3.91,3.56,3.34,3.21,3.12,2.98,2.88,2.81,2.77,2.69,2.24,1.34,0.51,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,1.50,2.04,3.89,5.71,7.28,8.17,8.30,9.33,11.55,12.48,11.50,10.34,10.84,10.71,9.69,8.44,8.12,7.38,6.94,7.24,7.56,7.97,8.73,10.12,12.95,18.58,21.13,21.44,21.59,23.35,24.08
