e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,3.32,5.13,9.95,18.60,25.51,30.67,34.60,37.67,40.27,42.69,45.33,48.48,52.23,56.65,61.05,64.64,66.22,67.42,68.67,70.45,73.03,75.59,78.20,81.00,84.06,87.50,91.75,95.00,97.39,99.62,102.00,105.16,108.53,111.69,114.44,116.14,117.33,118.51,120.37,123.06,125.98,128.97,132.06,135.25,139.12,144.36,150.06,152.91,155.32,157.75,160.48,163.72,166.98,170.14,173.21,175.97,177.69,178.32,178.08,177.06,175.10,172.41,170.06,168.56,168.35,169.39,170.92,172.22,172.91,172.87,172.79,172.80,173.03,173.67,174.32,175.39,176.80,178.35,179.50,180.21,181.13,182.65,185.10,187.35,189.70,192.51,196.11,199.86,203.07,206.10,209.29,213.19,217.47,222.54,228.10,233.41,238.10,242.77,247.15,250.80,253.27,255.60,257.93,260.78,265.22,269.75,273.88,277.55,280.59,282.58,283.96,285.09,286.15,287.35,288.53,290.24,292.56,295.41,298.28,301.39,304.67,307.79,309.98,311.12,311.37,310.90,309.87,308.00,306.24,305.15,305.03,304.69,304.70,305.01,305.59,306.39,307.62,309.13,310.92,313.13,315.88,319.15,323.05,327.43,330.93,333.23,334.69,335.78,337.17,337.57,337.66,337.79,338.18,338.74,339.32,339.79,339.84,338.70,336.37,333.09,329.34,325.75,322.63,319.27,315.72,311.91,307.37
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,1.18,3.11,7.87,15.27,21.89,26.65,29.96,32.30,34.04,36.42,39.23,42.33,45.88,50.02,54.54,58.60,60.60,61.76,62.74,64.25,66.69,69.34,72.31,75.69,79.33,82.80,87.13,90.89,93.87,96.25,98.60,101.43,104.65,107.94,110.52,112.30,113.56,114.77,116.76,120.03,123.17,126.12,129.08,131.94,135.25,139.11,143.18,146.51,149.16,152.09,155.59,159.58,163.11,166.00,168.60,170.92,172.31,172.43,171.65,170.13,167.79,165.20,163.25,162.41,163.16,164.97,167.13,168.41,168.54,168.42,168.33,168.57,169.16,170.05,170.91,171.80,172.76,173.74,174.48,175.28,176.63,178.62,181.23,184.10,187.00,190.24,194.21,198.52,202.32,206.02,209.95,214.39,219.20,224.10,228.89,233.47,238.23,243.56,248.15,251.14,253.52,255.84,258.23,261.29,266.29,270.54,274.46,277.96,280.60,282.12,282.60,282.98,283.76,285.13,286.78,288.96,291.56,294.38,297.33,300.49,303.76,306.96,309.58,311.13,312.14,312.60,311.97,311.04,310.02,309.16,308.63,308.08,307.88,308.00,308.45,309.27,310.92,312.56,314.19,316.34,319.18,322.83,326.92,331.00,334.31,337.15,339.58,341.72,343.66,344.25,344.86,345.62,346.19,346.32,346.38,346.35,345.87,344.05,340.20,335.42,330.68,327.12,324.14,321.09,317.67,313.67,308.93
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.72,2.56,6.70,12.11,17.87,22.01,24.65,26.31,27.56,29.80,32.63,35.82,39.46,43.67,48.12,52.10,54.36,55.42,56.37,57.92,60.46,63.30,66.66,70.43,74.38,78.05,82.33,86.62,90.47,93.38,95.61,98.26,101.38,104.65,107.00,108.64,109.85,111.02,112.86,116.22,119.83,123.13,125.85,128.36,130.79,133.28,136.03,139.37,142.28,145.59,149.77,154.97,158.90,161.69,163.92,165.72,166.64,166.39,165.44,163.95,161.89,159.97,158.63,158.30,159.46,161.61,163.93,164.97,164.46,163.75,163.68,164.07,164.78,165.67,166.48,167.24,168.09,169.07,169.98,171.03,172.93,175.78,179.24,182.66,185.95,189.43,193.52,198.14,202.62,207.04,211.60,216.64,221.28,225.67,229.92,234.17,238.98,244.85,249.63,252.06,254.25,256.47,259.11,262.68,267.91,271.70,275.16,278.25,280.38,281.22,280.83,280.52,281.05,282.69,284.88,287.46,290.30,293.31,296.38,299.55,302.71,305.69,308.35,310.28,311.79,312.88,313.15,313.24,312.85,312.21,311.57,311.10,311.35,311.93,312.66,313.66,315.28,316.79,318.18,319.93,322.36,325.88,329.80,333.51,336.68,340.09,343.50,346.60,348.89,350.06,351.17,352.28,352.97,352.90,352.16,351.24,350.07,347.59,342.21,336.23,330.99,327.60,324.81,322.03,318.77,314.60,309.57
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,1.34,2.67,5.55,9.01,13.57,16.84,18.71,19.66,20.55,22.49,25.39,29.08,32.97,37.51,41.83,45.45,47.73,48.78,49.86,51.66,54.47,57.58,61.27,65.31,69.46,73.38,77.56,82.22,86.84,90.47,92.69,95.28,98.33,101.47,103.68,105.09,106.23,107.40,109.08,112.17,116.25,120.01,122.47,124.54,126.05,127.52,129.42,132.37,135.58,139.13,143.67,149.81,154.42,157.36,159.36,160.68,161.17,160.78,159.94,158.78,157.33,156.22,155.53,155.58,156.81,159.00,161.12,161.74,160.64,159.21,159.08,159.53,160.20,160.98,161.60,162.31,163.29,164.69,166.29,167.84,170.34,174.01,178.48,182.26,185.75,189.35,193.47,198.24,203.39,208.51,213.61,219.08,223.22,227.03,230.95,235.23,240.10,246.22,251.05,253.13,255.13,257.24,260.20,264.27,269.30,272.52,275.31,277.77,279.44,279.64,278.64,277.86,278.17,280.01,282.61,285.42,288.44,291.86,295.09,298.28,301.30,304.01,306.48,308.71,310.60,312.16,313.47,314.47,314.72,314.49,314.12,313.96,314.87,316.12,317.37,318.65,320.03,321.35,322.59,323.85,325.61,328.73,332.31,335.56,338.51,342.24,346.31,350.13,352.74,354.77,356.30,357.42,358.07,357.90,356.28,354.34,352.34,349.14,342.56,335.87,330.54,327.42,324.78,322.21,319.06,314.75,309.31
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,1.70,1.62,2.23,5.40,8.91,11.04,11.80,11.68,11.84,13.16,16.68,22.22,26.36,31.25,35.64,38.99,40.97,42.33,43.61,45.55,48.67,52.05,55.89,60.31,65.01,69.09,73.25,77.62,82.14,86.45,89.22,91.85,94.73,97.76,100.25,101.61,102.84,104.33,106.31,109.03,112.98,116.79,119.08,120.45,121.65,122.98,124.67,127.15,130.68,134.39,138.44,143.59,149.79,153.42,155.38,156.40,156.77,156.59,156.02,155.16,154.06,153.09,152.68,153.05,154.45,156.66,158.31,158.42,156.97,155.50,155.01,155.31,156.04,156.83,157.37,158.17,159.39,161.23,163.99,166.68,169.82,173.64,178.13,182.01,185.57,189.28,193.58,198.43,204.01,209.70,215.24,220.44,224.36,228.10,232.05,236.40,241.40,247.14,251.58,253.68,255.78,257.89,260.94,264.96,268.98,271.51,273.15,274.67,276.28,276.27,275.47,274.79,274.89,276.59,278.99,281.68,284.86,288.94,292.46,295.70,298.81,301.69,304.03,306.32,308.51,310.45,311.93,313.49,314.92,316.04,316.61,317.06,317.89,319.22,320.95,322.55,323.93,325.44,326.95,328.12,329.37,332.33,335.62,338.08,340.41,343.44,347.13,351.09,354.45,357.41,359.21,360.06,360.19,359.70,357.39,354.51,351.43,347.22,340.76,334.44,329.45,326.66,324.07,321.48,318.31,313.87,307.81
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,1.80,1.27,1.15,4.17,4.89,6.12,7.29,7.18,7.63,8.67,11.13,15.26,19.36,24.13,28.75,32.53,34.62,36.24,37.75,39.73,42.70,46.22,50.22,54.85,59.94,64.73,69.05,73.30,77.66,81.98,85.00,87.70,90.62,93.83,96.69,98.19,99.62,101.53,104.05,106.91,110.38,113.56,115.52,116.63,117.56,118.61,120.05,122.37,125.99,130.05,134.29,138.96,144.75,148.74,151.10,152.19,152.63,152.57,151.95,150.85,149.48,148.96,149.08,150.05,152.19,154.41,155.51,155.12,153.46,151.83,151.00,151.16,151.95,152.85,153.59,155.30,157.65,160.37,163.23,166.25,169.56,173.33,177.64,181.22,184.91,188.96,193.45,198.06,203.73,209.78,215.68,220.84,224.92,228.96,233.24,237.70,242.58,247.57,251.37,253.39,255.45,257.52,260.35,263.64,266.21,268.46,269.90,270.98,271.99,271.81,271.25,271.02,271.57,273.23,275.66,278.33,281.35,285.16,288.94,292.44,295.69,298.67,301.30,303.68,305.98,308.17,310.08,312.03,314.02,315.90,317.46,318.51,319.61,321.18,323.29,325.37,327.16,328.87,330.57,332.22,333.51,336.18,338.88,340.59,342.52,344.98,348.08,351.66,355.20,358.46,360.24,360.86,360.70,359.44,356.76,353.63,350.06,344.77,338.49,332.69,328.08,325.28,322.57,319.80,316.55,312.07,305.39
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.99,2.44,4.04,4.54,5.58,6.57,7.71,9.55,13.12,17.42,22.06,26.27,28.69,30.52,32.25,34.25,36.94,40.60,44.73,49.37,54.53,60.02,64.82,69.21,73.42,77.46,80.48,83.22,86.23,89.70,93.00,94.78,96.41,98.59,101.81,104.92,107.78,110.19,111.81,112.85,113.51,114.25,115.47,117.84,121.43,125.75,130.35,134.93,139.63,143.63,146.43,147.75,148.26,148.07,147.18,145.75,144.30,144.38,145.21,146.96,149.88,152.16,152.73,151.92,150.12,148.28,147.04,146.99,147.81,149.02,150.50,153.40,157.00,160.56,163.19,166.13,169.38,172.97,176.94,180.07,183.94,188.44,193.03,197.23,202.69,208.93,215.32,220.63,225.05,229.55,234.22,238.84,243.41,247.44,250.51,252.49,254.42,256.17,258.28,260.48,261.80,263.92,265.55,266.55,267.01,266.93,266.80,267.23,268.44,270.18,272.74,275.44,278.21,281.38,285.19,288.96,292.45,295.56,298.50,301.00,303.39,305.81,308.27,310.63,312.87,315.15,317.47,319.06,320.60,322.49,324.85,327.34,329.60,331.54,333.44,335.68,337.34,339.66,341.73,342.93,344.70,346.73,349.20,352.18,355.52,358.69,360.36,360.84,360.44,358.30,355.41,352.22,348.29,342.13,335.92,330.54,326.25,323.25,320.42,317.53,314.19,309.59,302.47
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.73,1.25,2.69,3.77,4.99,6.38,7.96,9.93,13.28,17.09,20.71,23.51,25.50,27.37,29.47,32.20,36.09,40.29,44.52,48.99,54.34,60.47,65.42,69.48,73.34,76.07,78.64,81.62,85.24,89.08,91.44,92.97,94.90,98.97,101.92,104.35,106.38,107.84,108.73,109.20,109.80,111.04,113.67,117.11,121.10,125.56,130.41,134.77,138.25,140.91,142.57,142.90,141.94,140.49,139.25,139.14,139.86,141.63,144.24,147.37,149.86,150.07,148.98,147.13,145.06,143.24,142.69,143.46,145.53,148.99,152.88,156.81,160.46,163.27,166.13,169.23,172.53,175.81,178.55,182.75,187.63,192.03,195.78,200.47,206.75,214.05,219.66,224.56,229.46,234.46,239.27,243.29,246.20,248.57,250.71,252.61,253.10,253.47,254.25,255.58,257.42,259.07,260.38,261.33,262.13,263.09,264.31,265.89,267.98,270.57,273.31,276.03,278.75,281.87,285.67,289.59,293.07,295.84,298.49,301.16,303.91,306.83,309.87,312.45,314.80,317.20,319.22,321.15,323.25,325.59,328.00,330.42,332.71,334.98,337.40,339.66,341.71,343.39,344.79,346.75,348.54,350.49,352.85,355.76,358.42,360.05,360.59,359.77,356.99,353.95,350.32,345.56,339.32,332.87,327.50,323.30,319.95,317.28,314.69,311.27,306.15,299.14
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.00,0.56,2.18,2.52,3.58,5.00,6.45,7.93,10.29,13.26,16.41,19.08,21.08,23.06,25.32,28.23,32.45,36.82,41.08,45.26,49.69,55.20,60.71,65.50,68.94,71.54,73.67,76.22,79.67,83.61,86.17,87.88,89.91,93.99,97.23,99.86,102.03,103.70,104.78,105.47,106.35,107.81,110.15,112.99,116.51,120.60,125.16,129.60,132.74,134.94,136.28,136.53,135.98,135.17,134.66,135.32,136.67,139.07,142.04,144.90,146.62,146.00,144.45,142.70,141.03,139.49,139.38,140.76,143.60,147.65,151.82,155.82,159.48,162.44,165.25,168.35,171.65,174.57,177.09,180.36,184.66,189.83,193.82,198.28,204.48,212.03,217.93,223.33,228.56,233.62,238.19,241.69,244.09,246.03,247.78,249.10,249.13,249.09,249.61,250.90,252.10,253.41,254.99,256.89,258.49,260.04,261.75,263.77,266.25,269.07,271.87,274.52,277.10,279.88,283.57,287.59,291.31,294.22,297.04,299.96,303.05,306.38,309.70,312.42,314.82,317.25,319.49,321.49,323.55,325.80,328.07,330.38,332.45,334.56,337.27,339.68,341.62,343.25,344.92,347.45,349.68,351.63,353.56,355.88,358.06,359.58,359.96,358.51,355.60,352.50,348.44,342.81,336.03,329.56,324.26,320.01,316.44,313.86,311.17,307.43,301.88,295.04
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,1.60,2.35,3.46,4.86,6.26,7.89,10.10,12.62,14.73,16.35,18.14,20.61,24.24,28.95,33.61,38.14,42.36,45.88,50.18,55.59,60.81,64.03,66.56,68.23,70.27,73.42,77.28,79.99,81.97,84.13,87.91,91.68,94.73,97.16,99.14,100.72,101.91,103.28,105.05,107.08,109.34,112.25,115.79,119.92,124.38,127.28,129.06,130.01,130.30,130.42,130.50,130.85,132.13,134.09,136.95,140.05,142.46,143.13,141.67,139.68,137.95,136.83,136.19,137.00,139.19,142.50,146.53,150.55,154.41,158.02,161.14,163.99,167.14,170.47,173.29,175.70,178.04,181.58,187.16,191.61,196.23,202.31,209.67,215.86,221.68,227.14,232.13,236.26,239.27,241.32,242.89,244.10,244.89,245.03,245.32,246.10,247.38,248.09,249.16,250.94,253.52,255.71,257.62,259.63,261.97,264.83,267.93,270.81,273.47,276.06,278.69,282.25,286.20,289.98,293.11,296.13,299.33,302.78,306.42,309.83,312.62,315.08,317.53,319.83,321.77,323.71,325.81,327.96,329.98,331.68,333.47,336.06,338.37,340.25,341.94,343.88,346.98,349.85,352.03,353.71,355.62,357.60,358.86,358.86,356.97,354.15,350.86,346.28,339.89,332.56,326.30,321.12,316.73,312.95,310.16,307.08,302.92,297.17,290.65
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,1.10,1.69,3.07,4.43,6.05,7.70,9.16,10.07,10.55,11.47,14.15,19.51,25.07,30.23,35.30,39.99,43.29,46.51,50.32,54.43,58.08,60.47,61.87,63.55,66.33,70.07,73.16,75.39,77.47,80.87,85.39,88.85,91.43,93.72,96.26,98.29,100.31,102.50,104.59,106.65,108.80,111.50,115.30,119.36,122.14,123.84,124.71,125.23,125.67,126.32,127.43,129.36,131.91,135.07,138.13,140.05,139.77,137.87,135.57,133.67,133.01,133.93,136.10,138.97,142.12,145.85,149.21,152.54,156.06,159.36,162.50,165.68,168.89,171.96,174.46,176.89,179.97,184.34,189.28,194.44,200.37,207.08,213.60,219.57,225.07,229.90,233.47,236.03,237.63,238.72,239.53,240.34,241.42,242.67,244.05,245.50,246.39,247.76,249.65,251.90,254.17,256.27,258.34,260.66,263.80,267.11,270.19,273.01,275.70,278.39,281.86,285.61,289.17,292.48,295.72,299.28,303.14,306.86,310.20,313.05,315.63,318.11,320.27,322.10,323.86,325.75,327.81,329.32,330.77,332.25,333.68,335.64,337.46,339.25,341.40,344.71,348.17,350.69,352.39,354.54,356.93,357.65,356.91,355.21,352.60,348.76,343.46,336.62,329.10,323.40,318.41,313.77,309.70,306.04,302.15,297.59,292.10,286.17
